tau,precision,recall,f1,tpr,fpr,youden_j
0.30777413,0.6054263565891473,0.95593635250918,0.7413383958234456,0.9559363525090628,0.6230110159117964,0.3329253365972664
0.31755257,0.6101960784313726,0.9522643818849449,0.7437858508604207,0.9522643818848283,0.6083231334148582,0.3439412484699701
0.32733095,0.6132596685082873,0.9510403916768666,0.7456813819577736,0.9510403916767501,0.5997552019583109,0.35128518971843925
0.3371094,0.6172248803827751,0.9473684210526315,0.7474649927571222,0.9473684210525156,0.587515299877529,0.3598531211749866
0.34688777,0.6224737267582862,0.9424724602203183,0.7497565725413826,0.9424724602202028,0.5716034271725127,0.37086903304769014
0.3566662,0.625,0.9424724602203183,0.7515861395802831,0.9424724602202028,0.5654834761321217,0.3769889840880811
0.3664446,0.6292962356792144,0.9412484700122399,0.754291319274154,0.9412484700121246,0.554467564259418,0.3867809057527066
0.37622297,0.6314921681780709,0.9375764993880049,0.7546798029556651,0.9375764993878901,0.547123623010949,0.39045287637694115
0.3860014,0.6341059602649006,0.9375764993880049,0.7565432098765432,0.9375764993878901,0.541003671970558,0.39657282741733213
0.3957798,0.6395641240569991,0.9339045287637698,0.7592039800995025,0.9339045287636555,0.5263157894736198,0.4075887392900357
0.40555823,0.6427364864864865,0.9314565483476133,0.7606196901549226,0.9314565483474991,0.5177478580170725,0.4137086903304267
0.4153366,0.6493174061433447,0.9314565483476133,0.7652086475615887,0.9314565483474991,0.5030599755201343,0.4283965728273649
0.42511505,0.6548442906574394,0.9265605875152999,0.7673593512417638,0.9265605875151864,0.488372093023196,0.43818849449199043
0.43489343,0.6594076655052264,0.9265605875152999,0.7704834605597964,0.9265605875151864,0.4785801713585705,0.44798041615661593
0.4446718,0.6640211640211641,0.9216646266829865,0.7719118400820092,0.9216646266828736,0.46634026927778865,0.455324357405085
0.45445025,0.6643046944198405,0.9179926560587516,0.7708119218910586,0.9179926560586391,0.4638922888616323,0.4541003671970068
0.46422863,0.6663693131132917,0.9143206854345165,0.7708978328173375,0.9143206854344046,0.4577723378212414,0.4565483476131632
0.47400707,0.6699640287769785,0.9118727050183598,0.7724209434940383,0.9118727050182482,0.44920440636469405,0.4626682986535542
0.48378545,0.6717763751127142,0.9118727050183598,0.7736240913811008,0.9118727050182482,0.44553243574045953,0.4663402692777887
0.4935639,0.6757493188010899,0.9106487148102815,0.7758081334723671,0.91064871481017,0.4369645042839122,0.47368421052625775
0.5033423,0.676094890510949,0.9069767441860465,0.7746994249869316,0.9069767441859354,0.43451652386775586,0.4724602203181796
0.51312065,0.6773308957952467,0.9069767441860465,0.7755102040816326,0.9069767441859354,0.43206854345159945,0.474908200734336
0.5228991,0.6795937211449676,0.9008567931456548,0.7747368421052632,0.9008567931455446,0.42472460220313035,0.4761321909424142
0.5326775,0.6840148698884758,0.9008567931456548,0.7776016904384575,0.9008567931455446,0.4161566707465831,0.4847001223989615
0.5424559,0.6883239171374764,0.8947368421052632,0.7780734433209153,0.8947368421051536,0.4051407588738794,0.4895960832312742
0.5522343,0.6901140684410646,0.8886168910648715,0.7768860353130016,0.8886168910647627,0.3990208078334885,0.48959608323127424
0.56201273,0.6920115495668913,0.8800489596083231,0.7747844827586207,0.8800489596082154,0.3916768665850194,0.488372093023196
